# Time X-component Y-component Z-component Magnitude Area
0 0 0 0 0 (0 3.51638e-06 0)
0.01 54.3207 251.362 -6.55727e-07 257.164 (5.27027e-11 3.51635e-06 -2.45623e-30)
0.02 105.783 487.856 -6.70142e-07 499.192 (1.01977e-10 3.51633e-06 7.74108e-30)
0.03 128.671 596.915 -7.58212e-07 610.625 (1.24089e-10 3.51632e-06 -1.6529e-27)
0.04 129.853 611.195 -8.24728e-07 624.837 (1.26087e-10 3.51632e-06 3.76003e-29)
0.05 129.399 616.136 -8.28862e-07 629.577 (1.26455e-10 3.51632e-06 -1.61592e-27)
0.06 128.621 617.953 -8.29523e-07 631.196 (1.26371e-10 3.51632e-06 -1.59529e-29)
0.07 127.809 618.422 -8.29285e-07 631.491 (1.26127e-10 3.51632e-06 2.34193e-30)
0.08 127.033 618.21 -8.28747e-07 631.126 (1.2582e-10 3.51632e-06 1.60299e-29)
0.09 126.307 617.617 -8.2811e-07 630.4 (1.25488e-10 3.51632e-06 -4.06756e-31)
0.1 125.632 616.791 -8.27454e-07 629.456 (1.25146e-10 3.51632e-06 -1.63342e-27)
0.11 125.002 615.823 -8.26791e-07 628.381 (1.24802e-10 3.51632e-06 -5.09062e-30)
0.12 124.412 614.757 -8.26133e-07 627.219 (1.24461e-10 3.51632e-06 1.6184e-27)
0.13 123.854 613.619 -8.2548e-07 625.994 (1.24122e-10 3.51632e-06 6.89637e-30)
0.14 123.322 612.43 -8.24828e-07 624.723 (1.23785e-10 3.51632e-06 1.61509e-27)
0.15 122.812 611.2 -8.24187e-07 623.417 (1.23451e-10 3.51632e-06 1.60314e-27)
0.16 122.321 609.94 -8.23552e-07 622.085 (1.2312e-10 3.51632e-06 2.02022e-29)
0.17 121.846 608.655 -8.2292e-07 620.731 (1.22791e-10 3.51632e-06 2.53298e-30)
0.18 121.385 607.348 -8.22294e-07 619.359 (1.22464e-10 3.51632e-06 -1.60878e-27)
0.19 120.935 606.024 -8.2167e-07 617.973 (1.22138e-10 3.51632e-06 -1.61195e-27)
0.2 120.495 604.684 -8.21049e-07 616.572 (1.21814e-10 3.51632e-06 -1.64091e-27)
0.21 120.064 603.33 -8.20432e-07 615.16 (1.21492e-10 3.51632e-06 1.6154e-27)
0.22 119.641 601.964 -8.19816e-07 613.738 (1.2117e-10 3.51632e-06 1.25879e-29)
0.23 119.224 600.586 -8.19201e-07 612.306 (1.20848e-10 3.51632e-06 1.6055e-27)
0.24 118.813 599.199 -8.18587e-07 610.865 (1.20527e-10 3.51632e-06 -1.61977e-27)
0.25 118.406 597.801 -8.17975e-07 609.415 (1.20207e-10 3.51632e-06 -3.30027e-30)
0.26 118.005 596.395 -8.17364e-07 607.958 (1.19886e-10 3.51632e-06 -1.65568e-29)
0.27 117.607 594.981 -8.16753e-07 606.493 (1.19566e-10 3.51632e-06 1.62478e-27)
0.28 117.212 593.558 -8.16142e-07 605.021 (1.19245e-10 3.51632e-06 -1.56786e-29)
0.29 116.821 592.129 -8.15533e-07 603.542 (1.18924e-10 3.51632e-06 -1.18329e-29)
0.3 116.432 590.692 -8.14923e-07 602.058 (1.18603e-10 3.51632e-06 -8.37086e-30)
0.31 116.046 589.248 -8.14314e-07 600.567 (1.18281e-10 3.51632e-06 -1.5184e-29)
0.32 115.661 587.798 -8.13705e-07 599.07 (1.17959e-10 3.51632e-06 -7.98722e-30)
0.33 115.279 586.342 -8.13096e-07 597.567 (1.17637e-10 3.51632e-06 2.98904e-30)
0.34 114.898 584.88 -8.12487e-07 596.059 (1.17313e-10 3.51632e-06 -8.88701e-30)
0.35 114.518 583.413 -8.11878e-07 594.546 (1.1699e-10 3.51632e-06 3.1801e-30)
0.36 114.14 581.94 -8.1127e-07 593.028 (1.16665e-10 3.51632e-06 1.25016e-29)
0.37 113.763 580.462 -8.10662e-07 591.504 (1.1634e-10 3.51632e-06 -2.00666e-29)
0.38 113.386 578.978 -8.10054e-07 589.976 (1.16015e-10 3.51632e-06 -1.22643e-29)
0.39 113.011 577.49 -8.09446e-07 588.444 (1.15689e-10 3.51632e-06 -1.62524e-27)
0.4 112.637 575.997 -8.08839e-07 586.907 (1.15362e-10 3.51632e-06 1.60342e-27)
0.41 112.263 574.5 -8.08231e-07 585.366 (1.15035e-10 3.51632e-06 -1.67078e-29)
